gene_symbol	geneID	KO5_vs_WT_dtu_log2fold	KO5_vs_WT_dtu_gene_padj	dtu_KO5_mean	dtu_WT_mean	transcript_id	KO5_vs_WT_exon_gene_padj	KO5_vs_WT_deg_log2fold	KO5_vs_WT_deg_pval
Inpp1	ENSMUSG00000026102	-1.8469494222353446	0.0037833749565093573	0.8938360650175329	3.215474356423675	ENSMUST00000177279.7	0.006304822131382	-1.8043176375105194	6.346045068331792e-6
Ankrd44	ENSMUSG00000052331	-2.0530933495958537	0.0013471914346321996	1.0119851299121139	4.199685929040325	ENSMUST00000189563.1	0.00135049328105091	-1.4385189504008569	3.118893344591404e-8
Ankrd44	ENSMUSG00000052331	-1.3740235730828754	0.0013471914346321996	2.0244166278936335	5.247134613847429	ENSMUST00000179030.7	0.00135049328105091	-1.4385189504008569	3.118893344591404e-8
Ccnyl1	ENSMUSG00000070871	-1.1085819244103703	0.018306050039706187	0.773215530997582	1.6673124023247685	ENSMUST00000187638.6	0.0412756226858206	-1.2252242631027812	0.003548461012697217
Ccnyl1	ENSMUSG00000070871	-1.2056132074914472	0.018306050039706187	0.8863994905713155	2.0443499332586694	ENSMUST00000094898.4	0.0412756226858206	-1.2252242631027812	0.003548461012697217
Plekhm3	ENSMUSG00000051344	-1.003825093683197	0.025983057888793484	0.8583358882429329	1.7212293183381093	ENSMUST00000097713.1	0.00584027158573963	-1.0252221786470779	1.3683401700555189e-5
Idh1	ENSMUSG00000025950	-2.6538122753069113	1.0619272061293902e-14	5.240533974990167	32.98015091676306	ENSMUST00000097709.10	2.09386488087296e-5	-2.5250746648445133	1.7545992300871005e-11
Fn1	ENSMUSG00000026193	-5.8253049884062165	0	0.0765880674167395	4.342628180605716	ENSMUST00000188894.6	4.2106105199745e-4	-5.253854820490912	8.661661102726728e-12
Fn1	ENSMUSG00000026193	-6.9933662834081	0	0.020189017987631692	2.5723390870513616	ENSMUST00000189821.6	4.2106105199745e-4	-5.253854820490912	8.661661102726728e-12
Fn1	ENSMUSG00000026193	-4.370855093816261	0	0.3424459093633232	7.085173224373886	ENSMUST00000190780.6	4.2106105199745e-4	-5.253854820490912	8.661661102726728e-12
Fn1	ENSMUSG00000026193	-7.274481835637782	0	0.01761389537677592	2.7270471561017366	ENSMUST00000186129.6	4.2106105199745e-4	-5.253854820490912	8.661661102726728e-12
Fn1	ENSMUSG00000026193	-6.885971097253301	0	0.10086962837524864	11.930105118692046	ENSMUST00000185408.6	4.2106105199745e-4	-5.253854820490912	8.661661102726728e-12
Fn1	ENSMUSG00000026193	-4.651578329076229	0	0.06055651568229404	1.5220379561649304	ENSMUST00000187627.1	4.2106105199745e-4	-5.253854820490912	8.661661102726728e-12
Dock10	ENSMUSG00000038608	-1.790320562764258	5.184967299796708e-15	3.4877991175299683	12.064009060669317	ENSMUST00000077946.11	4.23893666844479e-5	-1.7959964610401435	2.1159281701449938e-11
Sp140	ENSMUSG00000070031	-5.627972655608126	8.023156227498819e-6	0.023449308152769674	1.1596277992299175	ENSMUST00000160119.1	0.00913475702800849	-1.0885733102835107	5.288073406683884e-7
A630001G21Rik	ENSMUSG00000052760	-1.6717243687331182	0	0.492524791436552	1.569160167638984	ENSMUST00000159320.7	7.62010705780264e-5	-1.1396804185038003	5.654878955196358e-7
A630001G21Rik	ENSMUSG00000052760	-1.6447203905017445	0	0.8446896884215911	2.6412369518057237	ENSMUST00000162038.7	7.62010705780264e-5	-1.1396804185038003	5.654878955196358e-7
A630001G21Rik	ENSMUSG00000052760	-4.722744986353278	0	0.04608725708962638	1.2169388737166897	ENSMUST00000161453.1	7.62010705780264e-5	-1.1396804185038003	5.654878955196358e-7
Lrrfip1	ENSMUSG00000026305	-2.898913447371666	1.7370254786937431e-15	0.16609037715038125	1.2388090624762542	ENSMUST00000068116.12	2.8058619417063e-4	-1.7348831932602256	5.006838267153542e-10
Lrrfip1	ENSMUSG00000026305	-1.7485467821108245	1.7370254786937431e-15	4.974207602819207	16.714328644389038	ENSMUST00000097649.9	2.8058619417063e-4	-1.7348831932602256	5.006838267153542e-10
Epb41l5	ENSMUSG00000026383	1.7757200953483427	0.003126359701629045	1.553752458754877	0.45377108269268823	ENSMUST00000052404.12	0.040492092256763	1.728420479955356	3.6656716977158543e-6
Steap3	ENSMUSG00000026389	1.1908073799589045	1.7370254786937431e-15	204.27330495405397	89.48348197999117	ENSMUST00000112640.7	8.3719062467847e-4	1.1907815620219706	4.69433747743078e-12
Cxcr4	ENSMUSG00000045382	-1.611907690636539	9.242486003588708e-14	36.11635579513931	110.39171689895318	ENSMUST00000052172.6	2.31274613594054e-6	-1.5710352819328115	4.09791175172917e-12
Cxcr4	ENSMUSG00000045382	-1.4191793327611513	9.242486003588708e-14	6.150336136891655	16.448049355086784	ENSMUST00000142893.1	2.31274613594054e-6	-1.5710352819328115	4.09791175172917e-12
Mapkapk2	ENSMUSG00000016528	-1.4548912675460917	0	42.44720360656686	116.36302331513158	ENSMUST00000016672.10	0	-1.4450935711016442	5.742370391198215e-13
Rassf5	ENSMUSG00000026430	-1.4150865429688562	0	9.435276414958738	25.16159244765824	ENSMUST00000068564.14	0.00136584607309272	-1.3958608386071232	1.3750091952885096e-10
Ikbke	ENSMUSG00000042349	-1.4454813543464062	0.0025190488474138876	2.510471410144052	6.837361240393643	ENSMUST00000062108.9	0.00785947110545272	-1.8347200629107978	7.3894077521165725e-9
Ikbke	ENSMUSG00000042349	-5.038260365844635	0.0025190488474138876	0.0455326774754042	1.4962035647471252	ENSMUST00000161764.7	0.00785947110545272	-1.8347200629107978	7.3894077521165725e-9
Ctse	ENSMUSG00000004552	1.2028086656706378	4.4840007209786116e-14	422.3268999448171	183.47092777703398	ENSMUST00000073350.12	0	1.2130271637356458	1.80931795327622e-12
Tmem9	ENSMUSG00000026411	1.3115632641192414	1.7370254786937431e-15	2.0606624431795355	0.8302081112426309	ENSMUST00000165125.7	0.00508894897758246	1.046285376794195	1.5630348575280848e-10
Tmem9	ENSMUSG00000026411	1.0550994488691774	1.7370254786937431e-15	62.94558028194514	30.29344461760402	ENSMUST00000063719.14	0.00508894897758246	1.046285376794195	1.5630348575280848e-10
Kif21b	ENSMUSG00000041642	-1.1858776944556535	0.004390980759923061	2.2962265199356033	5.223955703416476	ENSMUST00000075164.10	8.01284994259799e-7	-1.1325477848236183	3.946153434216855e-8
Niban1	ENSMUSG00000026483	-2.7365599303410093	2.9797754146697545e-15	1.0180230330904734	6.784912138620798	ENSMUST00000148810.7	0.0133682624520772	-2.2048617537208135	2.7607084273679207e-9
Niban1	ENSMUSG00000026483	-1.2085401597415275	2.9797754146697545e-15	0.4933395899492503	1.1401258894770467	ENSMUST00000086267.5	0.0133682624520772	-2.2048617537208135	2.7607084273679207e-9
Rgl1	ENSMUSG00000026482	-3.409105093529416	0.006297057216332054	0.12025641183445976	1.2774712440128277	ENSMUST00000027760.13	0.00571248805806286	-1.8198664171416783	2.2745944355462003e-6
E330020D12Rik	ENSMUSG00000073538	-5.382042358156154	2.9797754146697545e-15	0.055054840109171714	2.295893261740199	ENSMUST00000186785.6	0.0123134529292485	-4.890639414556484	6.7052048325978e-7
Ralgps2	ENSMUSG00000026594	-2.8058158743678367	8.387389229060687e-4	0.17516217815962806	1.2248279199500693	ENSMUST00000172057.7	2.2256434168410798e-13	-1.1775661676855558	1.5905503880012076e-4
Ralgps2	ENSMUSG00000026594	-1.7286076040165188	8.387389229060687e-4	0.4968528808130838	1.646609253867471	ENSMUST00000027886.13	2.2256434168410798e-13	-1.1775661676855558	1.5905503880012076e-4
Tnfsf4	ENSMUSG00000026700	2.3465819756544644	2.9797754146697545e-15	1.3714133241175872	0.2696353336896266	ENSMUST00000028024.4	0.00232575847723597	2.3236766026077333	1.4665446557163883e-5
Sft2d2	ENSMUSG00000040848	-1.4886821853518903	0	4.410346984626136	12.376867760546803	ENSMUST00000043338.9	1.03148848685753e-10	-1.11577921199006	6.343507684668981e-10
Arhgap30	ENSMUSG00000048865	-1.8285949215132338	0	6.406118481759983	22.753954641472145	ENSMUST00000056449.8	1.0918808367576299e-11	-1.841659841604054	1.9614974219373122e-11
Vangl2	ENSMUSG00000026556	-2.3341169935931516	0.0063977488446702035	0.21687211832797157	1.0935608401544914	ENSMUST00000027837.12	0.0329194322973935	-1.7853871987265117	7.923122593368825e-6
Aim2	ENSMUSG00000037860	-2.6532030828427153	0.0018801242782035788	0.22475192883271866	1.4138298287080464	ENSMUST00000174263.1	0.0370425965598688	-1.4165404741035514	4.4838782834949126e-7
Aim2	ENSMUSG00000037860	-1.2176247750922204	0.0018801242782035788	2.4592959950551965	5.71942518351743	ENSMUST00000173023.1	0.0370425965598688	-1.4165404741035514	4.4838782834949126e-7
Aim2	ENSMUSG00000037860	-1.4907055969227219	0.0018801242782035788	2.362858435936347	6.640255683806727	ENSMUST00000166137.2	0.0370425965598688	-1.4165404741035514	4.4838782834949126e-7
Kmo	ENSMUSG00000039783	-3.6769742488864954	9.531406771345106e-15	0.5417726548266654	6.929415817496746	ENSMUST00000040250.14	0.0412898605002693	-3.8246964702196693	8.036894466843742e-10
Sdccag8	ENSMUSG00000026504	-1.09356244855335	0.011612855428071767	1.6574257033711441	3.5369520220477977	ENSMUST00000027785.14	0.0350314358200144	-1.1257976297718137	4.339719664359671e-6
Zbtb18	ENSMUSG00000063659	-1.7744149671091136	0.002204376644290314	1.1638483490995604	3.9815165448489465	ENSMUST00000193480.1	0.00322346769855029	-1.718348440595726	6.254134540387073e-8
Zbtb18	ENSMUSG00000063659	-2.050485903384945	0.002204376644290314	1.4823853037030172	6.140713894084652	ENSMUST00000195612.1	0.00322346769855029	-1.718348440595726	6.254134540387073e-8
Zbtb18	ENSMUSG00000063659	-2.464387830803184	0.002204376644290314	0.18542425280290664	1.0233429350929037	ENSMUST00000077225.7	0.00322346769855029	-1.718348440595726	6.254134540387073e-8
Coq8a	ENSMUSG00000026489	-1.0139259914075829	0.018123967928603157	1.2695117161417504	2.5636506896784526	ENSMUST00000027766.12	0.0253965375874654	-1.3251280554656062	5.287794719021299e-5
Itpkb	ENSMUSG00000038855	-1.475875000154499	0.0013800169272752893	1.6910636389141327	4.703732292260467	ENSMUST00000070181.6	0.0128095894913282	-1.4689993828826893	9.20210942427897e-9
Lefty1	ENSMUSG00000038793	1.2120465301497825	2.9797754146697545e-15	9.966600144207368	4.302141328552428	ENSMUST00000037361.8	3.53272201832792e-7	1.0440078996180966	1.0159924250916992e-5
Lpgat1	ENSMUSG00000026623	-2.9237161905375277	1.7370254786937431e-15	0.5619699794889328	4.264217894134984	ENSMUST00000110855.7	0.0249206638381741	-3.0357237798408194	3.3140515824918e-8
Hsd11b1	ENSMUSG00000016194	-4.425858911348946	0	0.31972652532473683	6.872186813331919	ENSMUST00000016338.14	0.00551890604244985	-2.8833879288677267	1.640342325436108e-9
Hsd11b1	ENSMUSG00000016194	-2.2990678805521854	0	2.1547421917571614	10.6043416101576	ENSMUST00000161737.7	0.00551890604244985	-2.8833879288677267	1.640342325436108e-9
Fam107b	ENSMUSG00000026655	-2.264620697488353	0	21.30468322144375	102.3749823328895	ENSMUST00000027965.10	4.22874021092198e-7	-2.2500859981894594	4.1398053964930086e-14
Camk1d	ENSMUSG00000039145	-1.221991392800687	0.002997922577344196	1.5641649726193771	3.648703891683163	ENSMUST00000044009.13	0.0191885529978353	-1.013329638672312	1.8950663794947432e-6
Celf2	ENSMUSG00000002107	-2.983339150774476	0	0.37194925120860667	2.9414282582592692	ENSMUST00000170438.7	1.4979740767791e-4	-2.3600418149745996	4.7290963775322766e-12
Celf2	ENSMUSG00000002107	-2.364231481294348	0	2.6699250798028316	13.746864991107717	ENSMUST00000114934.10	1.4979740767791e-4	-2.3600418149745996	4.7290963775322766e-12
Celf2	ENSMUSG00000002107	-2.060160072116689	0	0.2859145668374745	1.192356874687916	ENSMUST00000182879.7	1.4979740767791e-4	-2.3600418149745996	4.7290963775322766e-12
Celf2	ENSMUSG00000002107	-2.464443425969403	0	0.8926575834973699	4.926701984770844	ENSMUST00000150624.8	1.4979740767791e-4	-2.3600418149745996	4.7290963775322766e-12
Ubac1	ENSMUSG00000036352	1.1767244173529026	5.184967299796708e-15	236.27212638115188	104.5160874497616	ENSMUST00000036509.13	0.0151970028712946	1.1556169773934055	1.2542851328505667e-11
Ubac1	ENSMUSG00000036352	2.2224208805375834	5.184967299796708e-15	1.5416020550688259	0.33033678109003295	ENSMUST00000154336.1	0.0151970028712946	1.1556169773934055	1.2542851328505667e-11
Ubac1	ENSMUSG00000036352	1.9069658866854637	5.184967299796708e-15	4.7164491136380775	1.2576541277249371	ENSMUST00000134990.7	0.0151970028712946	1.1556169773934055	1.2542851328505667e-11
Notch1	ENSMUSG00000026923	-2.725019011715803	1.7370254786937431e-15	0.8745634305134347	5.782342001873023	ENSMUST00000028288.4	0.0435973278408351	-2.7352530190382396	1.625813764327573e-11
Rxra	ENSMUSG00000015846	-1.7002914231606843	0.004131843184556738	0.8903208277385266	2.8932452774665864	ENSMUST00000077257.11	1.652911102204e-4	-1.5901961151356874	1.4526702593169096e-7
Fcnb	ENSMUSG00000026835	-6.441115403629646	1.1742487016560026e-14	0.4577070829824294	39.77009012643678	ENSMUST00000028179.14	0.0122424450535575	-6.2369020223290095	5.216308612104441e-9
Fcnb	ENSMUSG00000026835	-4.5582345192714255	1.1742487016560026e-14	0.1623914920663885	3.8258557356050753	ENSMUST00000117486.7	0.0122424450535575	-6.2369020223290095	5.216308612104441e-9
Olfm1	ENSMUSG00000026833	-4.312065789963459	0	0.09302046239730266	1.8477348074291253	ENSMUST00000152415.1	3.3965999314688e-4	-2.9893923119639494	1.8387302120863222e-9
Olfm1	ENSMUSG00000026833	-1.936280988004255	0	0.27895531979775895	1.0676116528956912	ENSMUST00000102879.3	3.3965999314688e-4	-2.9893923119639494	1.8387302120863222e-9
Olfm1	ENSMUSG00000026833	-3.589998131166283	0	0.6541008044542408	7.876654663827175	ENSMUST00000028177.10	3.3965999314688e-4	-2.9893923119639494	1.8387302120863222e-9
Sptan1	ENSMUSG00000057738	-3.4143792567014626	1.6076541205782113e-6	0.2365395595704658	2.5219377161329115	ENSMUST00000100225.8	0.00586791353832124	-2.796461208758676	7.452084887335573e-7
Sptan1	ENSMUSG00000057738	-2.060587353643622	1.6076541205782113e-6	1.562132190580952	6.516529776411179	ENSMUST00000095083.10	0.00586791353832124	-2.796461208758676	7.452084887335573e-7
Sptan1	ENSMUSG00000057738	-3.8978604905218117	1.6076541205782113e-6	0.22657694070837914	3.37744771908136	ENSMUST00000046257.13	0.00586791353832124	-2.796461208758676	7.452084887335573e-7
Sptan1	ENSMUSG00000057738	-4.976173524089754	1.6076541205782113e-6	0.07076573495215698	2.227411798985895	ENSMUST00000124494.4	0.00586791353832124	-2.796461208758676	7.452084887335573e-7
Gsn	ENSMUSG00000026879	-2.4916631283321546	0	4.140425407799523	23.28682640590955	ENSMUST00000201185.3	3.0145146485539e-4	-2.3865155791607098	5.745026992498259e-11
Gsn	ENSMUSG00000026879	-1.7815997199884146	0	0.7698331442828072	2.6467417082800684	ENSMUST00000028239.7	3.0145146485539e-4	-2.3865155791607098	5.745026992498259e-11
Ggta1	ENSMUSG00000035778	-1.776012971409841	8.580652229833496e-11	1.988648838017005	6.8106925840649835	ENSMUST00000079424.10	1.07533659955554e-7	-1.318120879583537	5.725897002289958e-9
Ggta1	ENSMUSG00000035778	-1.1487289332445116	8.580652229833496e-11	1.1292037031873285	2.5036531322337763	ENSMUST00000102794.7	1.07533659955554e-7	-1.318120879583537	5.725897002289958e-9
Ggta1	ENSMUSG00000035778	-2.0245673829249693	8.580652229833496e-11	0.39483393011587264	1.6064602254502605	ENSMUST00000149442.1	1.07533659955554e-7	-1.318120879583537	5.725897002289958e-9
Cytip	ENSMUSG00000026832	-2.3030861345803633	0	1.996510147110348	9.853023779144875	ENSMUST00000028175.6	0.0178335098964818	-2.0231284687470534	2.5831747015343703e-10
Cytip	ENSMUSG00000026832	-2.1212446799300992	0	3.8981361697124863	16.95958741075707	ENSMUST00000144117.7	0.0178335098964818	-2.0231284687470534	2.5831747015343703e-10
Cytip	ENSMUSG00000026832	-1.0557162449344666	0	3.0293650530093714	6.297292522850839	ENSMUST00000148764.7	0.0178335098964818	-2.0231284687470534	2.5831747015343703e-10
Cytip	ENSMUSG00000026832	-3.6385591073073886	0	0.4982893278998723	6.205789183045026	ENSMUST00000146545.7	0.0178335098964818	-2.0231284687470534	2.5831747015343703e-10
Spi1	ENSMUSG00000002111	-3.265951285300345	2.9797754146697545e-15	0.3069986979466919	2.953152230690866	ENSMUST00000169852.1	0.0373197610976385	-3.319293092232501	1.395475924503077e-12
Spi1	ENSMUSG00000002111	-3.9925555748490495	2.9797754146697545e-15	0.4710431963056302	7.497901359602699	ENSMUST00000131400.1	0.0373197610976385	-3.319293092232501	1.395475924503077e-12
Spi1	ENSMUSG00000002111	-3.292603851533205	2.9797754146697545e-15	11.475787810290221	112.44885369810524	ENSMUST00000002180.7	0.0373197610976385	-3.319293092232501	1.395475924503077e-12
Spi1	ENSMUSG00000002111	-3.3218994622028424	2.9797754146697545e-15	0.47762873707742054	4.776192578341638	ENSMUST00000132741.2	0.0373197610976385	-3.319293092232501	1.395475924503077e-12
Madd	ENSMUSG00000040687	-1.1184636121320435	0.002203181131866331	1.3363838721263197	2.90149831114997	ENSMUST00000111373.7	7.32510875934019e-6	-1.347144319879833	2.8002168540666964e-10
Madd	ENSMUSG00000040687	-1.5942373942593984	0.002203181131866331	0.7303557722000387	2.205198771391392	ENSMUST00000111375.7	7.32510875934019e-6	-1.347144319879833	2.8002168540666964e-10
Madd	ENSMUSG00000040687	-1.728303039566604	0.002203181131866331	0.651632986929449	2.159106761883154	ENSMUST00000111370.8	7.32510875934019e-6	-1.347144319879833	2.8002168540666964e-10
Madd	ENSMUSG00000040687	-1.0087634334307445	0.002203181131866331	2.035138042566285	4.095075607535918	ENSMUST00000111372.7	7.32510875934019e-6	-1.347144319879833	2.8002168540666964e-10
Madd	ENSMUSG00000040687	-3.5659318628966696	0.002203181131866331	0.09765182531720178	1.156465866124809	ENSMUST00000130591.7	7.32510875934019e-6	-1.347144319879833	2.8002168540666964e-10
Phf21a	ENSMUSG00000058318	-1.605169036454014	0.01054424429521174	0.8091385275159367	2.461653425559876	ENSMUST00000111293.8	1.15725847459167e-5	-1.0704861730329598	1.6540579772744785e-4
Accs	ENSMUSG00000040272	-2.3777487490213005	0.003373181934675752	0.451202660178842	2.345013499117137	ENSMUST00000068513.10	0.0209350445130197	-2.4656887375093772	3.026698869727795e-7
Lpcat4	ENSMUSG00000027134	-1.5146153507753517	0.0013184412160933802	2.3180051842478173	6.62306558095658	ENSMUST00000129503.1	0.0170152017928572	-1.07227081192215	5.113500867473113e-7
Thbs1	ENSMUSG00000040152	-1.892844570807053	0.0035200914061956703	0.895200607961772	3.3244772198833545	ENSMUST00000039559.8	3.6052410773943e-4	-1.884894533393056	2.920023609121637e-9
Kcnip3	ENSMUSG00000079056	-3.207577929050684	6.136648765558759e-5	0.1514549393982526	1.3991381920372543	ENSMUST00000028850.14	0.00442778870895273	-3.694989386689373	1.0054192642648958e-8
Kcnip3	ENSMUSG00000079056	-4.048259909428571	6.136648765558759e-5	0.2313043787686037	3.826762569375277	ENSMUST00000103215.10	0.00442778870895273	-3.694989386689373	1.0054192642648958e-8
Dstn	ENSMUSG00000015932	-1.789392886176005	1.1742487016560026e-14	35.32972351216935	122.12404243125671	ENSMUST00000103172.3	0.04673727618491	-1.7762271195756982	3.022902153251422e-12
Cd93	ENSMUSG00000027435	-3.1097699719176104	1.7370254786937431e-15	1.842178388250522	15.902511714863898	ENSMUST00000099269.3	0.0051381581120737	-3.102490657503664	3.440218348872199e-12
Cst3	ENSMUSG00000027447	-2.1832609836771764	0	167.4450482280949	760.5002363035727	ENSMUST00000028938.6	1.65463854226934e-6	-2.166544213681287	5.413591093589851e-13
Cst3	ENSMUSG00000027447	-2.345782978089679	0	16.694856213918513	84.86599799194366	ENSMUST00000144845.1	1.65463854226934e-6	-2.166544213681287	5.413591093589851e-13
Edem2	ENSMUSG00000038312	-1.018116781408044	7.083401703159317e-14	31.579158913439183	63.95643519285963	ENSMUST00000040833.4	0.00527791196324571	-1.0200401585831065	9.583007512634776e-11
Snx21	ENSMUSG00000050373	-2.0901085891575435	0.010792911900972906	0.2759271545436522	1.1748429683698713	ENSMUST00000172577.7	2.1266727339988e-4	-1.3453017142044985	2.8372077790458996e-5
Snx21	ENSMUSG00000050373	-1.3184808894702222	0.010792911900972906	0.4974999053867901	1.2407814696805777	ENSMUST00000056181.6	2.1266727339988e-4	-1.3453017142044985	2.8372077790458996e-5
Elmo2	ENSMUSG00000017670	-2.428718193221827	1.722621251438819e-7	0.34465635318425386	1.8556809764734468	ENSMUST00000103091.8	8.3887684316772e-4	-1.1501702527417832	5.07773576340383e-10
Elmo2	ENSMUSG00000017670	-2.0390841282275938	1.722621251438819e-7	0.6541444428444178	2.688432535211354	ENSMUST00000148643.7	8.3887684316772e-4	-1.1501702527417832	5.07773576340383e-10
Elmo2	ENSMUSG00000017670	-1.011192722052474	1.722621251438819e-7	11.743781789499204	23.670493568971306	ENSMUST00000094329.10	8.3887684316772e-4	-1.1501702527417832	5.07773576340383e-10
Ncoa3	ENSMUSG00000027678	-1.495372659296645	8.404721738967613e-4	1.9673656482602546	5.546731060631172	ENSMUST00000088095.5	0.0284367148313337	-1.0523749244958314	5.110130405851012e-8
Zfp971	ENSMUSG00000074519	-2.843083931702029	4.785680641001621e-4	0.1961714970089854	1.4076330329609843	ENSMUST00000108925.9	1.6614724175993e-4	-1.2743705883744574	2.053265090246199e-4
Rgs19	ENSMUSG00000002458	-3.3360822725257737	1.7370254786937431e-15	0.35235791190555577	3.5583188370217056	ENSMUST00000144476.1	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Rgs19	ENSMUSG00000002458	-2.226570168040266	1.7370254786937431e-15	8.53901906961873	39.964316659450745	ENSMUST00000002532.8	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Rgs19	ENSMUSG00000002458	-5.5694690073595545	1.7370254786937431e-15	0.03752848228367742	1.7821252859226475	ENSMUST00000108778.7	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Rgs19	ENSMUSG00000002458	-2.459780050308597	1.7370254786937431e-15	0.26238492521759577	1.443465664390048	ENSMUST00000165416.7	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Rgs19	ENSMUSG00000002458	-2.614971153332542	1.7370254786937431e-15	1.1294181596045003	6.918939312144284	ENSMUST00000108769.7	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Rgs19	ENSMUSG00000002458	-2.0036997306733912	1.7370254786937431e-15	1.1468850458856081	4.599319834893507	ENSMUST00000108772.7	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Rgs19	ENSMUSG00000002458	-3.5496756235323774	1.7370254786937431e-15	0.6504945165939077	7.617324859584105	ENSMUST00000108776.7	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Rgs19	ENSMUSG00000002458	-3.058508592530989	1.7370254786937431e-15	0.2518450693712416	2.0981487808215693	ENSMUST00000143510.7	1.30041125705809e-7	-2.437511351698586	1.7456997691225758e-11
Tpd52	ENSMUSG00000027506	-1.3946943673601249	1.7370254786937431e-15	0.8364739298863506	2.1993646951542924	ENSMUST00000120143.7	0	-2.53147229977772	6.814539034625072e-11
Tpd52	ENSMUSG00000027506	-4.195713391290978	1.7370254786937431e-15	0.15562103275757672	2.851700272404682	ENSMUST00000091355.11	0	-2.53147229977772	6.814539034625072e-11
Tpd52	ENSMUSG00000027506	-2.4757572502446887	1.7370254786937431e-15	4.1312325359241235	22.98036038979926	ENSMUST00000091354.11	0	-2.53147229977772	6.814539034625072e-11
Tpd52	ENSMUSG00000027506	-2.8747207897865956	1.7370254786937431e-15	0.5259079564935735	3.857331183566858	ENSMUST00000063496.13	0	-2.53147229977772	6.814539034625072e-11
Fabp5	ENSMUSG00000027533	1.6456383224896212	0	217.15681288578003	69.404393271524	ENSMUST00000029046.8	0.0268270849021597	1.6678125375104011	1.1108683752423943e-11
Fabp5	ENSMUSG00000027533	1.5006906854075082	0	1.1175095265082353	0.394910174933184	ENSMUST00000123744.1	0.0268270849021597	1.6678125375104011	1.1108683752423943e-11
Zmat3	ENSMUSG00000027663	3.0021488827183833	0	10.65562523922719	1.32997069813126	ENSMUST00000029199.10	0.0490491758480968	3.1604440945893484	1.1829101488154637e-11
Zmat3	ENSMUSG00000027663	4.146388349858409	0	1.7165879015754355	0.09693459058207762	ENSMUST00000139660.1	0.0490491758480968	3.1604440945893484	1.1829101488154637e-11
Atp11b	ENSMUSG00000037400	-1.080020429474726	5.184967299796708e-15	11.625963181664734	24.578053682173085	ENSMUST00000029257.14	0	-1.0588390197618143	2.344510300136863e-9
